ID,Date,D_kilowatt_cons
834,2023-04-14,214.0
835,2023-04-15,233.0
836,2023-04-16,152.51000000000204
837,2023-04-17,158.48999999999796
838,2023-04-18,148.99000000000524
839,2023-04-19,124.0
840,2023-04-20,123.5199999999968
841,2023-04-21,114.0
842,2023-04-22,108.47000000000116
843,2023-04-23,111.0
844,2023-04-24,125.0
845,2023-04-25,114.0
846,2023-04-26,112.0
847,2023-04-27,110.0
848,2023-04-28,110.52999999999884
849,2023-04-29,117.44999999999709
850,2023-04-30,131.0
851,2023-05-01,145.0
852,2023-05-02,146.5500000000029
853,2023-05-03,125.44999999999709
854,2023-05-04,116.0
855,2023-05-05,110.99000000000524
856,2023-05-06,105.0
857,2023-05-07,106.55999999999767
858,2023-05-08,182.0
859,2023-05-09,110.44000000000233
860,2023-05-10,152.55999999999767
861,2023-05-11,128.44000000000233
862,2023-05-12,124.0
863,2023-05-13,156.0
864,2023-05-14,122.98999999999069
865,2023-05-15,138.0
866,2023-05-16,149.0
867,2023-05-17,164.57000000000698
868,2023-05-18,140.41999999999825
869,2023-05-19,146.0
870,2023-05-20,150.99000000000524
871,2023-05-21,129.0
872,2023-05-22,126.58999999999651
873,2023-05-23,121.41000000000349
874,2023-05-24,112.0
875,2023-05-25,147.0
876,2023-05-26,119.98999999999069
877,2023-05-27,103.0
878,2023-05-28,100.0
879,2023-05-29,172.60000000000582
880,2023-05-30,124.0
881,2023-05-31,125.0
882,2023-06-01,128.38999999999942
883,2023-06-02,102.0
884,2023-06-03,101.61000000000058
885,2023-06-04,112.36999999999534
886,2023-06-05,146.98000000001048
887,2023-06-06,132.9899999999907
888,2023-06-07,121.0
889,2023-06-08,157.0
890,2023-06-09,127.0
891,2023-06-10,106.66000000000349
892,2023-06-11,104.33000000000175
893,2023-06-12,152.66999999999825
894,2023-06-13,198.17999999999302
895,2023-06-14,172.82000000000698
896,2023-06-15,144.16999999999825
897,2023-06-16,119.83000000000175
898,2023-06-17,100.11000000000058
899,2023-06-18,104.88999999999942
900,2023-06-19,187.0
901,2023-06-20,223.0899999999965
902,2023-06-21,194.9600000000064
903,2023-06-22,210.9899999999907
904,2023-06-23,192.8700000000099
905,2023-06-24,115.98999999999069
906,2023-06-25,105.9600000000064
907,2023-06-26,239.0
908,2023-06-27,215.0
909,2023-06-28,250.91999999999825
910,2023-06-29,113.99000000000524
911,2023-06-30,109.22999999999593
912,2023-07-01,138.6600000000035
913,2023-07-02,104.80999999999767
914,2023-07-03,193.99000000000524
915,2023-07-04,208.97999999999593
916,2023-07-05,191.55999999999767
917,2023-07-06,209.3000000000029
918,2023-07-07,216.9499999999971
919,2023-07-08,108.0
920,2023-07-09,108.0
921,2023-07-10,297.0
